colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN
chegdali|Female|Civil Partner|v_0@6.jP-.-.-4y-o3.jwLI|孟加拉国|011179 - 2742x8
akvile|Female|Widowed|7j0.p2H.24FQde@[94.4.54.4]|Italy|858 .322  0481X7
fevret|F|Married|"_B_aj"@[7.615.885.2]|Georgia|600-1104739X.1
rycharde|M|Surviving Civil Partner|_vj@--v3.-.q.--95-i-.GGUpLY|Nueva Caledonia|7066578018X 08
isard|M|Single|1Jp@2.-K.2B.-5-HK---PB-jO3.mX|毛里塔尼亚|982/8365670
lyudmil|Male|Single|"_"@WXwY5.z.q51.8A7sR77--rRKf81.Fg|Wallis y Futuna|1-(680)- 5791338
talbert|Male|Separated|"4r"@koU1t-.5.IK|Puerto Rico|+1 (604)951.6713
weiqu|F|Divorced|801@j-BTwK.5--uZC73N-a.T--W8F-.U.eCa|Germany|039  268 8185
galusha|Male|Divorced|8PR4_9.m4._0rn_5FM._ma@V43-N86.Gl-f-i6----.-.32Z0--1-w-2-d8.PT|Новая Зеландия|+1(179)681 1108
amice|F|Divorced|r.__.8m4I.83_2__by@I.6.uKd|Malta|+1/171/ 063/7422
kalipada|F|Civil Partner|2_@a-UWeZp--a.80y-w-9-3b33-p-f.Fs|Demokratische Republik Kongo|004  971 / 3489 
gainford|F|Widowed|3.H._6zd._.aQHZ_c@-u31.1E-oj.L-Z-W741.IUy|Turkménistan|(915)434  9703
sondra|F|Single|5.vrk6.2@7.-3-mBI-l.zy|捷克|1 (683)/ 7962745
micka|Female|Separated|"xt._3VY_"@[4.67.242.5]|Словения|006/ 2080841
rebekka|Male|Surviving Civil Partner|_tA@O9-.tPK1qj2-v90-.g6-2wVJ.-N-77F.Nvv|Sahara Occidental|+1 (586) 5095835
miia|Female|Separated|_@8888g25Z1D.3-1-90.OZ|Frankreich|+1-509/ 080 5840
mercy|F|Divorced|_@e-.Ux|Guinée-Bissao|(587) 5455253
darien|F|Civil Partner|9_U_o@-Jz9-7vz8K-pi7N-.2AnMP.IL|Negara Brunei Darussalam|100  9703076exT9
coumba|Female|Civil Partner|_@Wje.d-S-f-.y.9sOgr-.xCI|Central African Republic|843461/ 3828
xiuping|F|Single|p.78I6@[7.9.0.54]|Турция|610/ 9497858 
xiubo|Male|Widowed|_8@-.B.WD9u.B1naq.sFWxz|Brunei|1-464066/3286x 4
antoniotto|M|Single|Sf.8.K4e8d@-QATpai-7-e-Y698.M.6du1-64-R.p.Qv|Islas Pitcairn|139 -388-5705
aşık|Male|Widowed|Xy@J.K8oL--o--D-cK-.-.z.SY|Malte|1(882)997  2196 
nazlati|F|Divorced|WH__2.3.v_B63@bpKY--5.r3.8P9fY7-y7g-.-k-HDX---4.VL|加彭|095.173/ 1990
rohan|Female|Civil Partner|__._@-P.h.Gxw|Macau|+1 709765/ 0670
alcuin|Female|Widowed|_@NQ--rD---pSh9mM.lyc.l3-.p1S.rbjYHx|Arabie saoudite|+1 -626- 1446575
rildia|F|Widowed|"6_"@[9.8.1.7]|Moldova|024718 .3537EXT8
myrna|Female|Surviving Civil Partner|_qF7.2_2wp._M@4.6BeV-MC---O-.1.yK|Bahrain|150/ 9891665
gathorne|F|Divorced|zk___8@X5.z2-T5b-.sOr|Bolivie|004  436  6550x7
ionut|Female|Single|_gE8.0H_aD_3u.NL_0I@iyn.v8-F.8.C9.bWuG|Ботсвана|1 484561. 2278X7
baldomino|M|Single|"l"@H-Zshr96--35Gl-.b.6s-cP--9-v8-.9.IdvF|Palestina|028-470. 4243x35
liqun|F|Civil Partner|_oc18@[74.0.46.2]|Гаити|1-(809)3727648
manlius|F|Separated|5_Lw_E_A.5d._R.r_lCK_b@[5.564.2.37]|Ботсвана|037503 1306
albertsz|M|Widowed|Ed@6l1G7E-.4.-i5-999V.97.EX|le Saint-Siège|039662 5535X. 78
keith|M|Single|"A"@w.4g8-bd-G-6DZ.8.Yfs.Dn|Jersey|(625)  733/ 7617
biles|M|Surviving Civil Partner|_@R1-68n-U.L.-.-kIF3.szNZhj|奥地利|310. 291 0976
brandaga|Male|Divorced|_TP_._x@9.4.vZgC|新喀里多尼亞|059. 160 .8624 
asgari|Female|Divorced|v__@QqK--J2-dM.86t-5C-U-z9fTHi1.Q-bQ.-U.QKCmj|Afghanistan|305  3533005Ext6
erdem|F|Civil Partner|"4._0e.Sp5"@[6.479.32.3]|Dinamarca|034 0235542X 04
ziva|F|Married|_@2-.q.P-Kx.pe8F1.aT|Saint-Kitts-et-Nevis|1(388) 7015768 
gwyl|F|Civil Partner|_3C.S@D.ndQ.X-8-l-.jw33.cTO|Congo, Republic of the|+1 237538- 2798
gulielmus|M|Single|_._5lSC@-3uJ7i6ix-X7H68s.3bD9--5-BG.kn.V66pm.mFW|Togo|+1.206/364/ 6082
fulvia|Male|Widowed|vo90.br@[4.46.9.53]|Haití|(026)/ 6317773
margene|Male|Widowed|"llE2"@-X2-q-P5eW.-.X9-.y8-9.xhk|吉尔吉斯斯坦|+1 (513)8801641
urcesina|Female|Widowed|__Ab@[6.12.48.379]|United States|1286 -682  8938 
bogislaf|M|Single|_h@JC8.C.1z7KCCh.-Du-.wz|Bosnia and Herzegovina|000 /899-6035X 9
yannik|Male|Separated|"rKj_3c.60"@[1.32.8.8]|Spanien|+1.(518)/0194967
apostol|F|Widowed|_0Gc_.CI.9B5E@-66yXp84--.it|Монголия|076 -450 1372
claris|Male|Married|"_.F3_x"@-i.xut4z.-D1lE-.D.Kh|Коста-Рика|+1.881615  1495
antico|Female|Married|_.l9f_@RnT-E--B.oM-.E-90.57.hAy|Cocos, Islas|098. 031-0858
stefi|M|Single|_@8--pM8T-.GT|Guyana|049 . 338- 7760
rosaura|M|Divorced|k.W._@s1-g-5C1.2H-5-I.SdX|Guyana|+1817.9774925 
roso|Female|Divorced|BI@-C1VjStgb5-A-1.n.kBN|美屬維爾京群島|838 -6454224EXT8
celina|Female|Separated|"_b676B19._"@-.u4N.0SuXB.ap2.sqhZ|匈牙利|171 050/5673EXt9
jovesa|M|Divorced|_v_@W.-u--.-9Ih.q-dK.pl|密克羅尼西亞聯邦|(429) 296. 7444 
volpert|Male|Separated|g.8__.U_C.N@wo-A2.5gF.UH9.b7j.acs|Kirghizistan|+1(901) 9400647
ahrre|Female|Separated|2@[72.8.9.6]|法罗群岛|1-(692)/2437667
esbon|M|Widowed|v_S._LU7_@o-upCsHj-4G2-s-.c-qX9q.P-oW.j-.jEw|Botswana|076 / 849. 1231
nicanora|M|Single|e.Ss@[427.9.74.920]|几内亚比绍|1 (915)/235 5942
zhouhan|Male|Married|6@-da.xo4-z.0--s-5g.ND-eJqMv--aL.dl|Irlande|1(142)409  7244 
di|Male|Separated|Tw._b.9@stT.O8ic39y-I4M.s5P3.j.zvemPY|科特迪瓦|+1(735) -4661829
gadim|Male|Civil Partner|Z_m62_n@-8--E0pG-T.604S--tL.-LL0b.q-2Zi7.nQ|Equatorial Guinea|041639 -6907eXT3
ohaki|Male|Surviving Civil Partner|_o_0.K@-xk.V26AaKSQ-T.7-X.Yw.jMp|United Kingdom|625767/5536X2087
bocheng|Female|Widowed|"3_S.Ys_7"@0-.z4.n-.-1TCH---me-GRV-4.Kzw|Австрия|(193). 3758554X7
vann|M|Separated|k.0_.HVdj9E_1.5.3@-JD3--aJ-c0L16-N.C-.ZwZ|Абхазия|049/ 933- 9932x6
yaonasu|Female|Divorced|_@3SzX-9g.Lo|Guadeloupe|1(210). 8454055 
middlebrook|F|Separated|t_k_.k.F__@Mk-iQYMG4-O-v-C.pf.9.32j5FRkJ---Aj2.IrI|Etiopía|634 787-9185
trevard|M|Separated|__O02_@8-5GG1u-t-J-.-.---7k.-0.BMaoID|Congo-Kinshasa|(948).867.7957X2
dazhen|Male|Married|M2@fz-0119k38z38-l.-Y-Vf-3.R-.jW0ya-WA.IjJB|Costa de Marfil|+1329/4980620
harith|F|Surviving Civil Partner|G9_Fh.Wa_@[792.9.814.4]|Mauricio|1 994-8210135
moul|M|Civil Partner|_@[46.08.16.1]|Guinea|154. 286 0261 
nasrul|M|Married|4_@[15.5.833.4]|Kolumbien|+1113- 1586565x4
haja|M|Divorced|04EE__.80_2@-13f.1r.2-tC.-JiBl4-2OQ3-Q.lSV|Jamaika|+1 .(613)6244857
togaba|F|Civil Partner|_.b32@[17.8.17.6]|托克勞|1(709)/138 4050 
nehama|F|Civil Partner|48W@[3.3.5.86]|Färöer|041340  9849X.7
gostan|Female|Married|3___1.0__4@c5-Q8B.VaOb-.I-tvrH.-78739Auy57.qYJ|韩国|042 657-7990X 48
yobie|Male|Civil Partner|"4.gHaCh"@[62.4.28.20]|Мозамбик|+1(856) 899 0389
cannutia|F|Divorced|7@0epKuDpI83n-V-.-.--.2a-.chm|North Korea|876 -058- 8261x6
chomo|Male|Surviving Civil Partner|_.c.651s.7._4@b4J8-.U1P.g.Ex.cB|Australie|(851)311  2790x3
zuleica|Male|Separated|v._@-KNn8-V-.1u.--V.c.rgpcn|法国|+1/307- 902 5709
ouissam|M|Single|_@[3.4.621.2]|Turquía|(094)663. 6735
lyudmil|M|Married|_SA@0M.C.d.6A-.OQnd|安哥拉|077 828 . 5976 
seaborne|F|Civil Partner|H._3_.8vF@-bo-7-.a-W-LG.-E.7--xH8XBO0-pg-rB.rd|Malvinas, Islas|(974)617  4130X1
esmahan|F|Married|q7_Fc.C@-Y.P156K6uUK4K84-s-.gG|Ungarn|1 (485).9501019
kid|F|Divorced|b@--2.-.-Li.R.REumhc|Pays-Bas|8576513417 
pompiliu|F|Separated|lcT__.41e_.7W0EC8.g@G7x-Zmh25.80.A3-9--.-baV7I--Cf4-Z.zO|Turkménistan|1 /(900)742.6773
berent|M|Civil Partner|_____.j1N2_@fG-Y-MZdHA.1---Pn.-.hht|Grecia|1(075)0474392X76
almasm|Male|Single|_js_6PZ_@--Z-.-qXZ-h4Ku3-f-7.Z7ARWQfd7il.OXe|乌拉圭|043 / 781/8861X6
edileuza|Male|Divorced|y_.wBM.4@[3.29.63.7]|智利|008  331 - 7614 
engracia|Male|Surviving Civil Partner|"q"@p6-O4D-v9n3iW4-2.N-MO.-.o0jkwP-.vl|Hungary|487683/7134x1
yessenia|Male|Surviving Civil Partner|K@-3928-8HcAZ5-B-0.---W.e-.--6I----q.TlQx|朝鲜|(873) / 632.2409
marcello|M|Separated|J@Kp8bO15Euv---.HLL6X8.sS---ORLh--k.--ta.Hyi|Azerbaïdjan|(221)  327 5763
ralls|M|Divorced|"_2.Gg58nO__"@6--.-44-XwNq3kwC.v--b-Nk.J.BO|Kambodscha|126 8024612X.9
rozalina|F|Separated|_e@1biu.m.-E.w-.JVmWjb|Îles Salomon|+1801712/1846X 5
cristinel|Female|Divorced|_e__.9f.04m.23._I_Z7M@[528.13.884.4]|Comoras|017 322-3908X.53
ľubor|Male|Separated|Oo21_Sf7@X8.Av5-94P0M-.Vb-.k.hZ|Ucrania|1-(378)  2459753
ettie|Male|Married|_u6@[58.65.13.5]|Вануату|848- 3464957
lorri|M|Separated|0dJ._m._6t.15_pY.r0@n-064k.-L8FyGwbJ30.p-.6.zEI|Gambia, The|836701. 5542Ext2
kirillovna|Female|Surviving Civil Partner|1.z@p.1535-6--c-1-m3-.2A-.-F0n1Y.GL|Ruanda|(237)-2997126
galloway|Female|Widowed|_8.039p_.5ZdE@3.V-.5x0-.zPl|Сан-Марино|023251.7672
lavarus|Male|Divorced|8__Y5.C@--9q0L8.-HC-.Rq|越南|(462). 145.9679
malco|F|Civil Partner|_G_.yO8.J@KPR-D-0.7Z.35.cp|沙烏地阿拉伯|(641)-796  2018
goff|M|Widowed|xV51M23_@10u.-81ZR-0U.-W3.r.xsMKOG|Viet Nam|020.881/3935 
hamma|Female|Surviving Civil Partner|2.R99P_.65.1_52_.S@[12.4.28.07]|Russie|1263  0549536
lifeng|Male|Separated|Q_@[94.02.5.9]|Bahamas, The|3717322398 x 901
koidanov|M|Separated|4bH8@D6v.9-.-.Y-.RwX|Sudán|+1 917. 559 1354
huchet|M|Single|3_R_63_@[4.7.6.6]|韩国|068  729- 1494X5
neul|M|Widowed|J4Wlw.7.p@UEhXXZ.tm|斯洛伐克|(960)  545 .3391
tressa|M|Separated|Xb9_._yJQ__@LU.M16v-T2k8II-V616.KE|Ямайка|+1(410)-964-1169
rhae|M|Single|9_p@-.-o.sjL|Jamaika|(013)6882847
invencion|Female|Separated|0Ezp.3RpnKP1_@2-Hy.g7o.-.3.yw|安地卡及巴布達|010.1719860
kadré|F|Single|HG.0.Z.S_04B1m@p4h3--.9.7Hb.A-.Fnt|Slowakei|007 -7317825
kirsten|M|Single|Bm.8B_.f5.mJ.9_H815ac@---6Vp.7l.X71f1-cL.le-0-4.VwO|Montenegro|+1977871 8020X.8
heiðar|F|Widowed|X3@5XL.TJid|阿联酋|439.3663038
margeret|Female|Civil Partner|__@G.iZK-.-s-k2-.9P5-09.haTrH|贝宁|(417)- 631  5634
pricila|F|Divorced|"_J.__.j.9q._D_"@h.kaQe.J-i.2--Ej-F2l.DQ|Madagascar|(581)- 887-8479 
begonya|Female|Separated|"9.6__0__.3v.s"@--83iIJ.0.-v-.-c.dVN|Испания|(160)/ 694 .2278
minseok|F|Widowed|nQ_@t.6-7.7jFm-Ol588BrP-0-.08l.lYKzOA|Navidad, Isla de|(780) 977 - 6548
ouissal|F|Married|O_@[8.687.775.8]|Уоллис и Футуна|(519)104 5503
carol|M|Separated|N.56Z0_.5V__@XZfW1s9-w-D-Bin-.4-b-l9B6-.F-w-H-o.Xk|Maurice|028716/ 8207
azan|F|Surviving Civil Partner|"Xq8.8u_kD7r.b"@---H--.Ny|Остров Рождества|(776)/ 1316712
sillègue|Female|Single|Y_.u7BS@[2.1.27.272]|Пуэрто-Рико|094.0895286EXt.1
mampuzha|Male|Widowed|F6@43-.-VmB-.rR6-s-.--InwD-0.kpJa|新喀里多尼亞|+1257-368- 1619 
serviliana|Male|Widowed|t.y4eC@[386.0.166.421]|Кокосовые острова|0855789260
reiichi|M|Surviving Civil Partner|9_.dOA_304_.TP75.9V@r-2.W-j-gcVU2673krQ-.4-G.--3.YsU|Майотта|(317). 9085064X8
vasudevanand|Female|Surviving Civil Partner|_0@[21.3.3.75]|Soudan|250  9017440eXt4
serhiy|F|Civil Partner|"4Lh"@m-rqm.-OY-.Hd2.AO1Qw.lfJ|Lesoto|798/ 8563051 X 1
wildor|Male|Surviving Civil Partner|m_.t.Z4k@SfQ9.1QD--d6-HI0-.-.-Qxb-c.Nhp|安道尔|(296) 9504011x09
waru|F|Civil Partner|f8@[05.5.649.2]|Уоллис и Футуна|170- 936  1544 
chaminda|F|Surviving Civil Partner|"7"@F-7.y6-0.-0y-.RT-i6-5-Y.SWLizF|Jemen|+1/043/536 0303 
koul|M|Married|0__9__Lz@Y-4R3p.keq|Гана|1(509) 541.5708
gudrun|F|Separated|"__00O"@-PK-LcyT.E-24Ro.t3eQ2Hw-4.--.wR|Fidji|069 633-9418 
gid|Male|Surviving Civil Partner|QJj.Y_.92@-8Z5--b--m.ws|East Timor|026.2333493
munirudeen|Female|Divorced|Gu@OE--e.tJ|古巴|1053.834 - 5376
khanyi|M|Single|"x"@D-z.u6cz9a77.K.4.ZG|Congo, República del|(176)859-6537
tomoharu|F|Surviving Civil Partner|s____3.L@z4l.B16jEy-I7.L-PiT.2-5.ZgbpN|阿布哈兹|+1962/2965586
anjali|M|Married|co78@A3-.Vv52oJfd.0.9.lLU|Südkorea|+1.308 9113066
renier|Male|Widowed|2.0.9lL6K.c_G1._L@iZq-0.-.-YVRlu-.E.UEo|Венесуэла|+1 591.866- 1999
svenska|Male|Married|9A33_@---ykq-s-f.4gm8w.2.U4B.Pn|South Sudan|(805)479  7715
müzdat|F|Widowed|"vep"@-96.ElO-.0-9crJ20-6.Nut-Z.jNqq|Taiwan|+1/(406)750.3798
dangutė|F|Widowed|0L._x.4@53sG.4-syhm0i41f9EV.-E-53N-.ew|格瑞那達|080652.1783 X 15
dmitrij|F|Civil Partner|S.zcF.Ga2@p-8-1-3Mi-p-.-Pj4F2.-qGFu0-o18t-TDA7.-CX1E.Ib|Vaticano, Ciudad del|(998)/940/9579X1
hatta|Female|Civil Partner|18@[0.5.6.4]|巴拿马|015826. 2841
bernarda|M|Widowed|3ui_.o@---.5qLP.fY-Z1-7a.7TX.RL|Trinidad und Tobago|+1-047-0130114
brontis|F|Married|"__v5._"@RL7-z-.H-MI3.z5-.iG.Ms|Pitcairn|764.868 - 1629x4
mekka|Male|Single|u@S.4lf9.-98F-F5.----V-L0L4WP.Wc|卢森堡|558/196  5707
kherington|F|Separated|h.V@F-8q2r---eHd-q-1.-5.7jV7Q.-m.VNKDm|Непал|551  8736774 
mulgra|F|Separated|Ieuq@[2.641.1.312]|Италия|+1.901301. 9888
tita|M|Civil Partner|wX_._3_@CR-3-.-.-e.3.psF|Польша|054 733- 4020X 5
maxmimilian|M|Divorced|3@Bu.-jWh8--e-W--3M-.pz--8.S1.zGyZa|Osttimor|(658)189-6938
yobana|F|Widowed|_.7S3._z5a@2-iX-.1.RN|Bergkarabach|(486)/969-5032
raould|Female|Single|s6.0ek.u_@-b-8M-AxIm.-.-.-W8tP.ZC|San Pedro y Miquelón|1 331-589 - 3805
rochell|Male|Married|4.6@jU.U7l.6.p2.pWU|伯利兹|036-5392057Ext30
frode|M|Separated|d@[164.086.2.76]|Suiza|(806)9655936 
casperius|M|Divorced|Y1s7__7.XI._._@u.H-N.Y8m.57-G-OD.utZ|皮特凯恩群岛|152 7008439
glass|F|Civil Partner|78@[53.165.2.6]|斯威士兰|921. 7799039X. 6
gustau|Female|Civil Partner|"wC"@2Z.12PO---z7-2mXCBj.8M8.7-tX.OoSkE|Остров Мэн|+1 (201)/0704716
cataldo|Male|Widowed|4_@B-aQ65v-.--y.A-.-b.AL|Serbie|082/418- 1781
bartholomeus|M|Widowed|"1Yf_f"@9km89Zu.y--4--.6bw644x.i-8P.GvSaZH|Malte|551 .915 / 1275
justice|Female|Surviving Civil Partner|"_wo"@vq--0.H.10.d--ki-.aiMZ|Népal|693 . 301- 1312 
stacey|M|Divorced|1.QD2@[94.894.95.7]|法屬玻里尼西亞|1.(267)- 6821323
racine|Female|Surviving Civil Partner|p._4oo90_.79DS.5Y.____@hU.a4-Hj.-h-.m.pbF|Габон|439. 077 7219x17
bethe|Male|Separated|"R__Tl"@-z.g1-C-ZswVe.-66--oDTpy.PFBN|Transnistrien|174 8253404ext 5
marlene|Male|Divorced|I@63X.-8J4G.v7.-ov.tLujQC|Russia|943. 766.0958X88
polijewktowitsch|F|Civil Partner|5x@[287.9.971.2]|Côte d'Ivoire|530 3078284x.3
nosie|F|Married|"_b_jChN.7_"@DS2e.-.v9ywC.E.QNLb|Индонезия|(323)886/9632
uarda|Female|Civil Partner|A.676U@-.x-Cndkl.Zh.-.BfsTWo|Südkorea|(736)  4256172 
shahrzad|Female|Widowed|o@k-g--a1ao77510.-5itL-Jo.T.-a1T-s5--2.zQNVH|阿尔巴尼亚|1 539  2442004 
nyberg|Male|Widowed|7.pv@--Id.n7.p.m1p--f.yisegI|Taiwán|047256/ 6413x. 8
filangieri|Female|Separated|AV4_.v_0gR._.7_@4.--I4HT.9T84QjY--.9WJ-F4-5P.vyI|Moldavia|1 (201)  3251177
arhoa|Male|Married|AmS___l@8.M.0--8.-x-Qf---.LtcH|Allemagne|(770).527 / 4545
olvido|Male|Single|"P.7N"@-Io98.T.593l6Zj-56an.El.tifZ|Великобритания|492 340  3610
kaelin|M|Divorced|K@v.-Rl7gz-2LYsk-o.Z---9.x8.DiB|Cyprus|+1(958)953. 1299
kornelius|F|Widowed|m.v@33i--MrU4.q.E.Rn|Португалия|+15692685940x.55
hilal|Male|Widowed|ial@mHDSQn6.-1e1331.D.-CNt--316--0CUVf.JOk|Tanzania|(499)  922 4007
giobatta|M|Widowed|r.__z.W.h_.cYw@[13.983.3.5]|Peru|342  1632476
keila|M|Widowed|7_5bVcAc.n@kgY2IJ.-LcM-73--.-E0J3YK.-7F.Om|奈及利亞|069 .0374978eXt3
calabia|Female|Single|_.lk6_.ha_lM_X._ES.32_@-81LnOI-.M-r3-wq8.9--4-1-.u.jsYfHe|Centroafricana|023 /0099440
vigil|Male|Single|EI2._O__6._@rb8c5D--M-.-.5-u.FU.jM|伯利兹|1 /626. 881.9692
ilma|Female|Married|R3_nL0bP.666nf_E.b@5boa0-.-.TUq.-upBErc-3.oo|Micronésie|+1/129-1470295
laxma|Male|Separated|0@yY0.O3-Z-6u.zY|Samoa Americana|(915)370  2955
suzanne|Male|Surviving Civil Partner|23MF._.ieb.d@[2.79.38.02]|Kanada|(223) .999 7940 
sachi|Male|Civil Partner|7y@V6-i-.1G-XF-uF7f-.y.ghh2--8-pOyZV-4.qRws|南非|1 -942 1232134
tahia|M|Married|8_@[394.278.001.389]|Colombie|2320701908
rodrick|F|Single|_@bX8.m.s68.S.uHxUvZ|Macedonia|072-466. 9376
churu|M|Widowed|p2V@d-5l6w7-EqQ7u-.z.V.p.tZ|Malaysia|(184)435-9783 
maisae|F|Surviving Civil Partner|_43n._f_@7Ue1-TY-50WC5Re2.CL-.D.g-9Y-.Rt|不丹|+1687/ 1389982
patrizius|Male|Surviving Civil Partner|M_BeS1N@---V0-.kt.---.-E.RA|Schweden|1(377)5867613
tokiharu|M|Separated|7E@a3Vd.-YlF79i-6-.6e-4azK.-cY-.uZDgH|Colombie|1/(464) 5541679
beneamin|Male|Married|18C@5g11hI93t27kK0-v.g3vE41G-8--u38yi.--y.-Q7.zR|法国|+1375  212-0389
martin|Female|Widowed|1_@--.6.96-7-.---.vNkm|Новая Каледония|007. 3198683
mook|M|Civil Partner|"4Ww"@49so.aZ.-55Mv-C-.KCL4-9-.iwRJSq|阿联酋|021 974-3531X201
svendsen|F|Surviving Civil Partner|717.8@-.--.0FL.-.UFw|Moldova|+1-(290)7331743
lengerke|Male|Single|1gT_7.TH.Z.xn_@8.n-hJ.-KC----.x9RhbM5.ku|加纳|268. 289. 2456
cayo|Male|Widowed|1@S--7D.-i4.lC|Nigéria|0843992881 X 6
dessiree|M|Civil Partner|"GF"@D94.2h5-.t6.-.woFaQw|阿联酋|(663)-825/3011 
stiles|Female|Widowed|51pD3@[503.58.4.6]|爱沙尼亚|070420 0221
yenny|Male|Surviving Civil Partner|Y9_0N.C@S-Ih5.P-z3r4-Ez87.KG.i-24-.QdsQLv|挪威|+1177  4243702 
kortney|Male|Divorced|_.3._@-ej-x9-Z.-br6.E.dP|Macédoine|121/854 -4690
baiken|M|Single|w@[632.3.9.3]|Уоллис и Футуна|581- 224  1739x2
limbert|F|Civil Partner|3s@Aw4.nH-Z.4P--.40-p--CK.rvS|Hungary|551  4705454
dawne|F|Civil Partner|BfR_a0._9@[5.994.0.800]|羅馬尼亞|651-350/9235
daisuke|Male|Divorced|fK@-.oU.75W0VO.D1Y.IPngvT|Фиджи|342. 599 0602
herrman|F|Surviving Civil Partner|R4_T_Og_@--4X4-D-rK-8k-j.B-Uvw.-R.5b-20.dp|Allemagne|+1 (330) 3559300
vall|Female|Separated|_.iMk@O-.4.037-sf-7l.-J.zlRlBl|Куба|(069). 7863880
seraphin|Male|Divorced|F.J@7---3-A4s0M09m--.26c0Q-g-mabTOku.-8.-I5-r-c.Wj|Mauricio|006  9623742x.93
davis|F|Civil Partner|p_@-h8-53.BL-o2T-M--h4I-Qs.3pJAm.3t0-mB.tAu|São Tomé e Príncipe|1-(300) .8575949
walmir|Male|Single|5_8.pb.x.x@2h1-.kY|Luxemburg|(804) - 518-5032
daúto|M|Surviving Civil Partner|"EL3P5"@Z2K-0-00S.HKBR.oj|Brunéi|940.372.1978 
elhadjy|Male|Surviving Civil Partner|_83@V1VJ.5.doB-p-Q5.TT0.ff|烏克蘭|1/(869) 707.0605
chaozhong|F|Single|_@n--g4l--qNZ1PxFq.-cTs-0p9r42j.P58E-.gP.sL|France|1 /(858).6923835
theodat|F|Separated|Vr._@8.0.B1RdGL.0-.UZCnbd|英屬維爾京群島|037-8019915
raniere|Male|Separated|wjl@[371.0.65.5]|托克勞|1(389).958-2908 
nuraddin|M|Divorced|"Vp3J0_hD.uX_6.W428c_.A67b"@SI.Tg.aS|Португалия|(602)-863 /2948
garazi|Female|Married|_3J_6@O1--9DQwL-K-0.j-.5-.9-.Tm|Palaos|286924 7344X 934
eterio|F|Divorced|"__"@Dh-aV.q0.YH.8B.Lj|Сингапур|(691)2763259Ext2
lael|Female|Single|v_j.95.U91.m_Md8._@[0.87.7.08]|Чили|006 488.6783
ngan|Male|Surviving Civil Partner|"z"@2.7.-8.-3-J63-.pU|Islande|1(640)795 0249x2
aitami|Female|Separated|3@e-p.ElS|Seychelles|+1/(835) 8508120
yolande|Male|Single|__@T.344-.z6HYq-y.9c.Se|Сахарская Арабская Демократическая Республика|449- 5251743
perkin|Male|Civil Partner|6._M.__2.A7sIy@9m7.-G2sP.P-8A927Um-x.I-d66.hOKOX|Estland|+1384 /4972519
viswas|Male|Civil Partner|dq.O_.a@[6.89.8.393]|Viet Nam|1.(374)173- 9299
aziz|M|Married|9@[4.350.6.76]|阿鲁巴|+1(297)- 4184710
oldaker|F|Separated|_v_@NI.N-.lw16Z.Wlf.dI|Romania|1-(193)-6567749
eilhart|Male|Surviving Civil Partner|_b@LF.9k-.Twwwv--5Il7V.-.MJ|Chili|127 6523228
csilla|Female|Divorced|0.E@wY-.kbRM|巴布亚新几内亚|1 .(117) 7078998
pn|F|Single|Oa@[2.9.8.6]|Tunesien|(567)  5160294
coe|Male|Civil Partner|43UX.l_k.d@2U.--6-Zquz7.xI|福克蘭群島|+1892- 0158210 
illelore|F|Divorced|"KXcj"@5NqS7.Nt.-4573.Ra79.iLpqf|Ecuador|+10782922302exT6
argeme|M|Single|1b@[92.0.415.6]|Feroe|040. 145. 2047X2
anni|M|Married|W_.x@v.01l0iLI-2b01-0.G63x22D.2J4x.ZKz|Mosambik|212/9275218x 04
petroleo|F|Separated|"a"@y2a-.J7I0CVtm0-.01-838.--c.fGh|赤道几内亚|+1 (359)/2247110
qiuhua|Female|Widowed|Qnh.E@-9-917.3nsr-5.M-0CU.C.GJ|Papouasie-Nouvelle-Guinée|033 - 826. 1905 
kor|Male|Civil Partner|n._._@Sh.A.fITQWz|Afrique du Sud|+1.(995)321 0339
paixao|F|Separated|JN_.I.Fa@0y.5.K.--YC.Er|Finland|+11141094707Ext5
alecsandru|Female|Divorced|"9"@[6.4.434.852]|Azerbaiyán|+1 363 882  4268
qaqambile|Female|Widowed|_@VUsQ-G.u-QM.66he67-.eygU-B-V--B.BzppCU|Islandia|(547) .164 /7717
ayilyam|Male|Married|B6@--Fb.-.vw|Corée du Nord|079/5946846
obediah|Female|Civil Partner|e4.12kT@ah7-.ipI|as-Sūmāl|+1(538). 7665316
doloris|F|Widowed|79fG@Wx9L.2-.Z-P-m-.454NnM8l-XF-8t-6.ifNph|乌兹别克斯坦|+1.(716)197.6970
myrra|Female|Civil Partner|__R_9R_@43jNg-e-3o.-87T.0s-y.M7.zic|千里達及托巴哥|1 /086 - 4653363
essaji|M|Civil Partner|_n4_@K-9.0.-h-i7V4t.-3.hxtb|Südkorea|185-507. 9890
kil|M|Married|_S@chQ.4O.TmL-c-Z.v36.XtAv|緬甸|1(223) / 6790266
popescu|Female|Separated|wX._@sO.6-.s.rN-7Q5-x-xK4-cK3.gNsoOB|葉門|535120 3380x918
evia|Female|Surviving Civil Partner|8.0iQ.d7@8.4-e-.u-Y.RQ|Soudan du Sud|1 8771575088x47
eugenios|Male|Married|x2_._28@[9.80.6.482]|Arménie|(379)3123909EXt6
milledge|Female|Separated|3@YpXZ-.-.N4-Hz5.fA|Azerbaiyán|058 3177451x. 97
